ALAND,AWATER,NAME,State,LaborForce_01Month,Employed_01Month,Unemployed_01Month,PctUnemployed_01Month,CurrentMonth,vulnerability_index,rank_cvi,fips_cvi
1539602137,25706961,Autauga County,Alabama,25906,25196,710,2.7,March 2020 - Preliminary,110.31,401,1001
4117621645,1132980868,Baldwin County,Alabama,95924,93418,2506,2.6,March 2020 - Preliminary,146.88,91,1003
2292160139,50523213,Barbour County,Alabama,8532,8234,298,3.5,March 2020 - Preliminary,87.78,1455,1005
1612167476,9602089,Bibb County,Alabama,8628,8374,254,2.9,March 2020 - Preliminary,69.94,2398,1007
1670103866,15015467,Blount County,Alabama,25179,24544,635,2.5,March 2020 - Preliminary,92.04,1224,1009
1613076054,6038093,Bullock County,Alabama,4784,4629,155,3.2,March 2020 - Preliminary,53.81,2907,1011
2012002531,2701198,Butler County,Alabama,9251,8871,380,4.1,March 2020 - Preliminary,100.59,752,1013
1569195268,16587192,Calhoun County,Alabama,45942,44376,1566,3.4,March 2020 - Preliminary,101.11,728,1015
1545085607,16971700,Chambers County,Alabama,15709,15264,445,2.8,March 2020 - Preliminary,98.43,871,1017
1433623319,120308342,Cherokee County,Alabama,11394,11072,322,2.8,March 2020 - Preliminary,95.25,1034,1019
1794477075,20592142,Chilton County,Alabama,19691,19212,479,2.4,March 2020 - Preliminary,92.2,1214,1021
2365869841,19144469,Choctaw County,Alabama,4532,4308,224,4.9,March 2020 - Preliminary,59.55,2759,1023
3207494106,36657891,Clarke County,Alabama,7389,6975,414,5.6,March 2020 - Preliminary,82.68,1748,1025
1564251834,5285207,Clay County,Alabama,6086,5924,162,2.7,March 2020 - Preliminary,74.28,2184,1027
1450663786,2354896,Cleburne County,Alabama,5716,5549,167,2.9,March 2020 - Preliminary,73.24,2239,1029
1758565919,3907189,Coffee County,Alabama,21190,20631,559,2.6,March 2020 - Preliminary,95.76,1001,1031
1535202321,79700278,Colbert County,Alabama,23541,22664,877,3.7,March 2020 - Preliminary,90.21,1321,1033
2202007855,6632046,Conecuh County,Alabama,4469,4299,170,3.8,March 2020 - Preliminary,93.06,1174,1035
1685850815,39987271,Coosa County,Alabama,4469,4339,130,2.9,March 2020 - Preliminary,67.2,2513,1037
2669134207,34226200,Covington County,Alabama,15489,14993,496,3.2,March 2020 - Preliminary,80.46,1864,1039
1576952799,5388562,Crenshaw County,Alabama,6410,6226,184,2.9,March 2020 - Preliminary,81.17,1823,1041
1902970816,52525039,Cullman County,Alabama,38597,37624,973,2.5,March 2020 - Preliminary,97.59,906,1043
1453244559,4082940,Dale County,Alabama,20567,20007,560,2.7,March 2020 - Preliminary,82.71,1746,1045
2534919607,39124778,Dallas County,Alabama,14600,13852,748,5.1,March 2020 - Preliminary,81.11,1830,1047
2012676480,4121543,DeKalb County,Alabama,30960,30135,825,2.7,March 2020 - Preliminary,84.31,1642,1049
1601768864,99957936,Elmore County,Alabama,37151,36183,968,2.6,March 2020 - Preliminary,138.56,113,1051
2448115116,20504948,Escambia County,Alabama,14679,14175,504,3.4,March 2020 - Preliminary,129.86,154,1053
1385871922,35067763,Etowah County,Alabama,42803,41123,1680,3.9,March 2020 - Preliminary,102.61,663,1055
1625693288,4330881,Fayette County,Alabama,6539,6349,190,2.9,March 2020 - Preliminary,74.34,2180,1057
1641841404,32643981,Franklin County,Alabama,14744,14226,518,3.5,March 2020 - Preliminary,78.25,1988,1059
1487897665,11578163,Geneva County,Alabama,11021,10726,295,2.7,March 2020 - Preliminary,73.3,2234,1061
1675782059,33416141,Greene County,Alabama,2870,2711,159,5.5,March 2020 - Preliminary,78.7,1950,1063
1667917734,32412739,Hale County,Alabama,6225,5977,248,4.0,March 2020 - Preliminary,64.61,2599,1065
1454926622,16986823,Henry County,Alabama,6896,6674,222,3.2,March 2020 - Preliminary,70.0,2395,1067
1501819549,4718092,Houston County,Alabama,45901,44619,1282,2.8,March 2020 - Preliminary,109.23,421,1069
2791974032,126334709,Jackson County,Alabama,23191,22421,770,3.3,March 2020 - Preliminary,99.81,786,1071
2878552100,32849845,Jefferson County,Alabama,316161,307682,8479,2.7,March 2020 - Preliminary,97.11,930,1073
1566544637,1600679,Lamar County,Alabama,5844,5662,182,3.1,March 2020 - Preliminary,68.62,2460,1075
1730146078,133608951,Lauderdale County,Alabama,42242,40967,1275,3.0,March 2020 - Preliminary,122.21,219,1077
1788864251,68682382,Lawrence County,Alabama,14254,13841,413,2.9,March 2020 - Preliminary,89.97,1335,1079
1573514768,21526461,Lee County,Alabama,77018,75143,1875,2.4,March 2020 - Preliminary,119.27,263,1081
1450277886,122329712,Limestone County,Alabama,44106,43047,1059,2.4,March 2020 - Preliminary,86.9,1504,1083
1854201377,23721835,Lowndes County,Alabama,3535,3357,178,5.0,March 2020 - Preliminary,62.09,2672,1085
1576855716,11345392,Macon County,Alabama,7781,7479,302,3.9,March 2020 - Preliminary,77.36,2029,1087
2076111961,28810665,Madison County,Alabama,186141,181831,4310,2.3,March 2020 - Preliminary,92.55,1191,1089
2530140237,14966620,Marengo County,Alabama,7650,7375,275,3.6,March 2020 - Preliminary,70.45,2366,1091
1922657342,3183332,Marion County,Alabama,12850,12339,511,4.0,March 2020 - Preliminary,81.27,1816,1093
1465531863,148495459,Marshall County,Alabama,43832,42799,1033,2.4,March 2020 - Preliminary,95.19,1038,1095
3184158350,1073926668,Mobile County,Alabama,188250,181148,7102,3.8,March 2020 - Preliminary,102.82,647,1097
2656469660,22609681,Monroe County,Alabama,7455,7078,377,5.1,March 2020 - Preliminary,78.58,1963,1099
2034017780,37744718,Montgomery County,Alabama,104530,101397,3133,3.0,March 2020 - Preliminary,94.04,1115,1101
1501156832,50377239,Morgan County,Alabama,58025,56631,1394,2.4,March 2020 - Preliminary,89.31,1371,1103
1863900621,10937769,Perry County,Alabama,3403,3239,164,4.8,March 2020 - Preliminary,78.6,1958,1105
2282674053,22740989,Pickens County,Alabama,8012,7745,267,3.3,March 2020 - Preliminary,52.34,2954,1107
1740647520,2336975,Pike County,Alabama,15439,14998,441,2.9,March 2020 - Preliminary,96.53,967,1109
1503615937,9285420,Randolph County,Alabama,9633,9362,271,2.8,March 2020 - Preliminary,76.48,2075,1111
1660622936,15596319,Russell County,Alabama,23665,23022,643,2.7,March 2020 - Preliminary,91.78,1240,1113
1635786810,56407166,St. Clair County,Alabama,40212,39202,1010,2.5,March 2020 - Preliminary,97.61,904,1117
2034134905,62515663,Shelby County,Alabama,115023,112687,2336,2.0,March 2020 - Preliminary,109.48,415,1115
2340898915,24634883,Sumter County,Alabama,4764,4574,190,4.0,March 2020 - Preliminary,74.22,2191,1119
1908293036,60927931,Talladega County,Alabama,35358,34179,1179,3.3,March 2020 - Preliminary,92.69,1187,1121
1855782851,128806123,Tallapoosa County,Alabama,18284,17764,520,2.8,March 2020 - Preliminary,88.73,1401,1123
3421010003,78714550,Tuscaloosa County,Alabama,105653,103138,2515,2.4,March 2020 - Preliminary,105.43,540,1125
2048686078,36754696,Walker County,Alabama,25189,24366,823,3.3,March 2020 - Preliminary,105.0,553,1127
2797720322,21652733,Washington County,Alabama,6798,6477,321,4.7,March 2020 - Preliminary,43.07,3064,1129
2301075085,49057525,Wilcox County,Alabama,2802,2564,238,8.5,March 2020 - Preliminary,58.0,2800,1131
1587614057,48917203,Winston County,Alabama,10071,9746,325,3.2,March 2020 - Preliminary,67.4,2504,1133
18091501984,20800021676,Aleutians East Borough,Alaska,3104,3041,63,2.0,March 2020 - Preliminary,41.23,3089,2013
11381568820,25179951971,Aleutians West Census Area,Alaska,4625,4532,93,2.0,March 2020 - Preliminary,53.47,2921,2016
4420591351,614471690,Anchorage Municipality,Alaska,144632,138169,6463,4.5,March 2020 - Preliminary,108.73,434,2020
105232821617,12764641092,Bethel Census Area,Alaska,6832,5973,859,12.6,March 2020 - Preliminary,69.01,2444,2050
1248324004,949767442,Bristol Bay Borough,Alaska,236,200,36,15.3,March 2020 - Preliminary,87.42,1477,2060
32729577049,66105677,Denali Borough,Alaska,561,459,102,18.2,March 2020 - Preliminary,275.0,3,2068
47478730849,5949974282,Dillingham Census Area,Alaska,1805,1676,129,7.1,March 2020 - Preliminary,46.5,3028,2070
18983544936,272866589,Fairbanks North Star Borough,Alaska,43236,41081,2155,5.0,March 2020 - Preliminary,98.73,851,2090
6072297430,1038275846,Haines Borough,Alaska,896,753,143,16.0,March 2020 - Preliminary,134.5,130,2100
16981186974,7801738685,Hoonah-Angoon Census Area,Alaska,960,793,167,17.4,March 2020 - Preliminary,145.0,95,2105
7003264582,1426373039,Juneau City and Borough,Alaska,16178,15527,651,4.0,March 2020 - Preliminary,98.93,831,2110
41499872077,22525650886,Kenai Peninsula Borough,Alaska,24616,22822,1794,7.3,March 2020 - Preliminary,105.99,525,2122
12579378509,4651615675,Ketchikan Gateway Borough,Alaska,6143,5690,453,7.4,March 2020 - Preliminary,110.54,398,2130
17133712542,14166830862,Kodiak Island Borough,Alaska,5943,5681,262,4.4,March 2020 - Preliminary,79.29,1921,2150
44222017663,6693558019,Kusilvak Census Area,Alaska,2681,2165,516,19.2,March 2020 - Preliminary,43.0,3066,2158
61912947833,25973300388,Lake and Peninsula Borough,Alaska,585,519,66,11.3,March 2020 - Preliminary,121.35,225,2164
64009263421,1456029488,Matanuska-Susitna Borough,Alaska,46350,43247,3103,6.7,March 2020 - Preliminary,106.64,503,2170
59492073779,13779318627,Nome Census Area,Alaska,4095,3671,424,10.4,March 2020 - Preliminary,88.41,1418,2180
230054247231,15548935657,North Slope Borough,Alaska,3723,3548,175,4.7,March 2020 - Preliminary,59.07,2776,2185
92369226065,12835515419,Northwest Arctic Borough,Alaska,2925,2525,400,13.7,March 2020 - Preliminary,83.14,1724,2188
13633096724,14622411293,Prince of Wales-Hyder Census Area,Alaska,2688,2419,269,10.0,March 2020 - Preliminary,65.43,2577,2198
7433305220,5037858058,Sitka City and Borough,Alaska,3951,3781,170,4.3,March 2020 - Preliminary,99.26,812,2220
1123881121,28784118,Skagway Municipality,Alaska,591,466,125,21.2,March 2020 - Preliminary,226.22,12,2230
64290716362,751936140,Southeast Fairbanks Census Area,Alaska,2692,2434,258,9.6,March 2020 - Preliminary,73.87,2206,2240
88634209842,15756652761,Valdez-Cordova Census Area,Alaska,4102,3645,457,11.1,March 2020 - Preliminary,86.55,1529,2261
6619997018,2384375227,Wrangell City and Borough,Alaska,941,867,74,7.9,March 2020 - Preliminary,75.78,2106,2275
19744199352,3986129000,Yakutat City and Borough,Alaska,217,189,28,12.9,March 2020 - Preliminary,113.64,348,2282
377038836685,5945279912,Yukon-Koyukuk Census Area,Alaska,2394,2054,340,14.2,March 2020 - Preliminary,44.05,3056,2290
29002035366,54153162,Apache County,Arizona,20710,18588,2122,10.2,March 2020 - Preliminary,52.73,2943,4001
16083174724,17667961,Cochise County,Arizona,52169,49345,2824,5.4,March 2020 - Preliminary,84.0,1667,4003
48217246133,116631412,Coconino County,Arizona,77685,73191,4494,5.8,March 2020 - Preliminary,154.37,71,4005
12323152721,97113523,Gila County,Arizona,21577,20418,1159,5.4,March 2020 - Preliminary,97.93,886,4007
11970605964,47476264,Graham County,Arizona,15909,15152,757,4.8,March 2020 - Preliminary,88.64,1404,4009
4771123868,13750620,Greenlee County,Arizona,4628,4458,170,3.7,March 2020 - Preliminary,53.28,2925,4011
11645512187,36551630,La Paz County,Arizona,9774,9224,550,5.6,March 2020 - Preliminary,112.99,358,4012
23829622328,63347750,Maricopa County,Arizona,2373098,2283286,89812,3.8,March 2020 - Preliminary,103.54,617,4013
34529358909,333447540,Mohave County,Arizona,89571,84668,4903,5.5,March 2020 - Preliminary,115.15,317,4015
25770517979,24125805,Navajo County,Arizona,40941,37833,3108,7.6,March 2020 - Preliminary,100.06,777,4017
23798597214,5112470,Pima County,Arizona,507744,486239,21505,4.2,March 2020 - Preliminary,104.72,561,4019
13897997152,22344370,Pinal County,Arizona,192715,183746,8969,4.7,March 2020 - Preliminary,92.66,1188,4021
3201833002,3088479,Santa Cruz County,Arizona,19873,18442,1431,7.2,March 2020 - Preliminary,101.79,697,4023
21038727465,11501576,Yavapai County,Arizona,108048,103465,4583,4.2,March 2020 - Preliminary,118.15,271,4025
14280777606,13248642,Yuma County,Arizona,98881,87010,11871,12.0,March 2020 - Preliminary,87.29,1481,4027
2561013146,116378934,Arkansas County,Arkansas,9345,9032,313,3.3,March 2020 - Preliminary,71.82,2309,5001
2396668938,39291076,Ashley County,Arkansas,7758,7209,549,7.1,March 2020 - Preliminary,64.43,2604,5003
1435504137,84171720,Baxter County,Arkansas,16097,15397,700,4.3,March 2020 - Preliminary,99.39,804,5005
2196053836,94223432,Benton County,Arkansas,138984,135096,3888,2.8,March 2020 - Preliminary,96.71,957,5007
1528080514,31092205,Boone County,Arkansas,16041,15466,575,3.6,March 2020 - Preliminary,86.22,1550,5009
1681512201,9535200,Bradley County,Arkansas,4534,4338,196,4.3,March 2020 - Preliminary,60.08,2736,5011
1627975429,9926146,Calhoun County,Arkansas,2469,2343,126,5.1,March 2020 - Preliminary,56.34,2851,5013
1631823636,22397554,Carroll County,Arkansas,12440,11938,502,4.0,March 2020 - Preliminary,99.91,784,5015
1669835058,119303631,Chicot County,Arkansas,3283,2997,286,8.7,March 2020 - Preliminary,52.26,2955,5017
2243130283,43387661,Clark County,Arkansas,9726,9362,364,3.7,March 2020 - Preliminary,92.18,1215,5019
1656214474,5097734,Clay County,Arkansas,5657,5324,333,5.9,March 2020 - Preliminary,79.61,1900,5021
1434077953,98890719,Cleburne County,Arkansas,9120,8611,509,5.6,March 2020 - Preliminary,106.19,518,5023
1548239710,2500196,Cleveland County,Arkansas,3240,3083,157,4.8,March 2020 - Preliminary,43.57,3060,5025
1983887989,1990757,Columbia County,Arkansas,9193,8764,429,4.7,March 2020 - Preliminary,88.47,1413,5027
1430388148,37328675,Conway County,Arkansas,8302,7907,395,4.8,March 2020 - Preliminary,72.81,2257,5029
1831907088,14029461,Craighead County,Arkansas,56444,54756,1688,3.0,March 2020 - Preliminary,102.77,653,5031
1537849721,28387848,Crawford County,Arkansas,26862,25871,991,3.7,March 2020 - Preliminary,88.07,1441,5033
1580882918,67433862,Crittenden County,Arkansas,21419,20476,943,4.4,March 2020 - Preliminary,111.87,374,5035
1596421810,15344835,Cross County,Arkansas,7405,7066,339,4.6,March 2020 - Preliminary,80.54,1858,5037
1728522507,1864048,Dallas County,Arkansas,2833,2690,143,5.0,March 2020 - Preliminary,63.57,2633,5039
1989461618,133085432,Desha County,Arkansas,5361,5083,278,5.2,March 2020 - Preliminary,73.4,2225,5041
2145488990,18914023,Drew County,Arkansas,7955,7478,477,6.0,March 2020 - Preliminary,85.94,1570,5043
1678199700,41766665,Faulkner County,Arkansas,61827,59751,2076,3.4,March 2020 - Preliminary,105.19,544,5045
1576909749,27950884,Franklin County,Arkansas,7485,7196,289,3.9,March 2020 - Preliminary,65.87,2560,5047
1601099815,5526928,Fulton County,Arkansas,4980,4763,217,4.4,March 2020 - Preliminary,60.47,2721,5049
1755025617,147393195,Garland County,Arkansas,41317,39648,1669,4.0,March 2020 - Preliminary,134.05,133,5051
1636384327,2896901,Grant County,Arkansas,8378,8049,329,3.9,March 2020 - Preliminary,69.26,2433,5053
1496205800,4789610,Greene County,Arkansas,20317,19487,830,4.1,March 2020 - Preliminary,97.01,932,5055
1884271055,35369289,Hempstead County,Arkansas,9925,9496,429,4.3,March 2020 - Preliminary,76.63,2069,5057
1593594553,18034772,Hot Spring County,Arkansas,13988,13460,528,3.8,March 2020 - Preliminary,71.4,2325,5059
1524380362,17475613,Howard County,Arkansas,5795,5573,222,3.8,March 2020 - Preliminary,59.55,2758,5061
1978814985,19593589,Independence County,Arkansas,16639,15911,728,4.4,March 2020 - Preliminary,83.75,1682,5063
1503735021,8913817,Izard County,Arkansas,4891,4563,328,6.7,March 2020 - Preliminary,61.92,2679,5065
1641629489,19623387,Jackson County,Arkansas,5886,5462,424,7.2,March 2020 - Preliminary,69.94,2397,5067
2253424970,113261151,Jefferson County,Arkansas,27625,25990,1635,5.9,March 2020 - Preliminary,74.93,2153,5069
1708980734,58598404,Johnson County,Arkansas,10240,9776,464,4.5,March 2020 - Preliminary,72.41,2276,5071
1368278171,43469432,Lafayette County,Arkansas,2480,2352,128,5.2,March 2020 - Preliminary,47.56,3012,5073
1521913730,12286149,Lawrence County,Arkansas,6904,6582,322,4.7,March 2020 - Preliminary,76.4,2078,5075
1560781755,43720909,Lee County,Arkansas,2876,2698,178,6.2,March 2020 - Preliminary,50.45,2978,5077
1454383536,27514923,Lincoln County,Arkansas,3982,3771,211,5.3,March 2020 - Preliminary,58.18,2797,5079
1378511385,84225310,Little River County,Arkansas,5589,5304,285,5.1,March 2020 - Preliminary,63.98,2621,5081
1834415737,61409940,Logan County,Arkansas,8535,8126,409,4.8,March 2020 - Preliminary,70.07,2392,5083
1997848802,82750645,Lonoke County,Arkansas,34257,32994,1263,3.7,March 2020 - Preliminary,102.34,676,5085
2160720581,7318310,Madison County,Arkansas,7570,7363,207,2.7,March 2020 - Preliminary,65.79,2563,5087
1546110609,112284588,Marion County,Arkansas,6654,6343,311,4.7,March 2020 - Preliminary,79.83,1890,5089
1620637610,30875065,Miller County,Arkansas,19881,19021,860,4.3,March 2020 - Preliminary,94.36,1101,5091
2332481583,49826387,Mississippi County,Arkansas,17244,16213,1031,6.0,March 2020 - Preliminary,73.83,2209,5093
1572467982,36693587,Monroe County,Arkansas,2811,2675,136,4.8,March 2020 - Preliminary,92.41,1202,5095
2019984639,52914079,Montgomery County,Arkansas,2942,2772,170,5.8,March 2020 - Preliminary,89.34,1367,5097
1600206102,7241222,Nevada County,Arkansas,3632,3479,153,4.2,March 2020 - Preliminary,64.27,2607,5099
2126132564,5930171,Newton County,Arkansas,3362,3217,145,4.3,March 2020 - Preliminary,80.16,1878,5101
1897898727,18050436,Ouachita County,Arkansas,9808,9266,542,5.5,March 2020 - Preliminary,72.59,2270,5103
1428530422,23226442,Perry County,Arkansas,4239,4056,183,4.3,March 2020 - Preliminary,54.28,2900,5105
1801669169,82139041,Phillips County,Arkansas,6384,5925,459,7.2,March 2020 - Preliminary,69.67,2412,5107
1555611456,34977709,Pike County,Arkansas,4262,4067,195,4.6,March 2020 - Preliminary,80.42,1866,5109
1964149129,13520122,Poinsett County,Arkansas,10518,10091,427,4.1,March 2020 - Preliminary,78.48,1972,5111
2220863254,12372575,Polk County,Arkansas,8252,7785,467,5.7,March 2020 - Preliminary,78.41,1977,5113
2104407172,47240356,Pope County,Arkansas,28800,27531,1269,4.4,March 2020 - Preliminary,92.53,1196,5115
1677973068,71807770,Prairie County,Arkansas,3589,3428,161,4.5,March 2020 - Preliminary,62.97,2649,5117
1964339922,126230012,Pulaski County,Arkansas,188399,181207,7192,3.8,March 2020 - Preliminary,90.52,1309,5119
1689251373,9889900,Randolph County,Arkansas,7469,7130,339,4.5,March 2020 - Preliminary,70.31,2372,5121
1644019105,20027489,St. Francis County,Arkansas,8135,7686,449,5.5,March 2020 - Preliminary,95.18,1039,5135
1874047317,17969885,Saline County,Arkansas,58468,56649,1819,3.1,March 2020 - Preliminary,86.69,1517,5123
2311217233,14870494,Scott County,Arkansas,4355,4190,165,3.8,March 2020 - Preliminary,116.13,301,5125
1724955843,6256683,Searcy County,Arkansas,2828,2657,171,6.0,March 2020 - Preliminary,56.65,2844,5127
1375720610,37325387,Sebastian County,Arkansas,56513,54436,2077,3.7,March 2020 - Preliminary,73.22,2241,5129
1464132101,41833257,Sevier County,Arkansas,5548,5248,300,5.4,March 2020 - Preliminary,93.71,1134,5131
1565401499,5201390,Sharp County,Arkansas,5725,5387,338,5.9,March 2020 - Preliminary,66.43,2541,5133
1570754768,7842161,Stone County,Arkansas,4608,4347,261,5.7,March 2020 - Preliminary,102.95,641,5137
2691655893,41400825,Union County,Arkansas,15839,14889,950,6.0,March 2020 - Preliminary,79.49,1908,5139
1838244470,37694051,Van Buren County,Arkansas,5679,5347,332,5.8,March 2020 - Preliminary,73.79,2211,5141
2439709563,26898329,Washington County,Arkansas,126433,123250,3183,2.5,March 2020 - Preliminary,104.07,587,5143
2680828175,18293048,White County,Arkansas,33857,32067,1790,5.3,March 2020 - Preliminary,97.87,892,5145
1519769776,18703960,Woodruff County,Arkansas,2754,2611,143,5.2,March 2020 - Preliminary,61.98,2676,5147
2408958968,48394529,Yell County,Arkansas,8453,8103,350,4.1,March 2020 - Preliminary,55.75,2868,5149
1909614756,216907015,Alameda County,California,840369,815376,24993,3.0,March 2020 - Preliminary,96.82,949,6001
1912292608,12557304,Alpine County,California,645,613,32,5.0,March 2020 - Preliminary,237.21,7,6003
1539933596,29470567,Amador County,California,14857,14202,655,4.4,March 2020 - Preliminary,108.92,429,6005
4238488156,105261063,Butte County,California,98511,93153,5358,5.4,March 2020 - Preliminary,102.57,666,6007
2641784992,43841871,Calaveras County,California,21609,20704,905,4.2,March 2020 - Preliminary,105.07,550,6009
2980332742,14608887,Colusa County,California,11204,8986,2218,19.8,March 2020 - Preliminary,81.62,1800,6011
1857229826,225285866,Contra Costa County,California,558771,541273,17498,3.1,March 2020 - Preliminary,100.95,738,6013
2606117982,578742642,Del Norte County,California,9615,9015,600,6.2,March 2020 - Preliminary,97.01,933,6015
4423299441,203342316,El Dorado County,California,92266,88884,3382,3.7,March 2020 - Preliminary,124.59,191,6017
15432139300,136609898,Fresno County,California,453973,415465,38508,8.5,March 2020 - Preliminary,87.76,1460,6019
3403160291,33693350,Glenn County,California,13257,12322,935,7.1,March 2020 - Preliminary,74.25,2186,6021
9241426488,1253864712,Humboldt County,California,62100,59691,2409,3.9,March 2020 - Preliminary,100.6,751,6023
10814594615,790217372,Imperial County,California,71651,59440,12211,17.0,March 2020 - Preliminary,81.64,1799,6025
26410680788,76915743,Inyo County,California,8677,8335,342,3.9,March 2020 - Preliminary,140.68,105,6027
21062540828,78680980,Kern County,California,395841,359859,35982,9.1,March 2020 - Preliminary,80.23,1875,6029
3600883803,3162664,Kings County,California,58494,52756,5738,9.8,March 2020 - Preliminary,84.68,1627,6031
3254349190,188851723,Lake County,California,29115,27429,1686,5.8,March 2020 - Preliminary,88.09,1438,6033
11761615584,463426056,Lassen County,California,9786,9217,569,5.8,March 2020 - Preliminary,67.65,2491,6035
10511861492,1793485467,Los Angeles County,California,5222823,4984604,238219,4.6,March 2020,122.14,221,6037
5534617472,42245931,Madera County,California,63995,58857,5138,8.0,March 2020 - Preliminary,74.76,2163,6039
1347950152,797055812,Marin County,California,139759,136481,3278,2.3,March 2020 - Preliminary,115.69,308,6041
3752472150,36225644,Mariposa County,California,7204,6753,451,6.3,March 2020 - Preliminary,162.68,57,6043
9081426663,962946206,Mendocino County,California,38405,36598,1807,4.7,March 2020 - Preliminary,105.59,533,6045
5014506620,110178168,Merced County,California,115543,103529,12014,10.4,March 2020 - Preliminary,78.91,1939,6047
10225096402,661284408,Modoc County,California,3056,2756,300,9.8,March 2020 - Preliminary,67.96,2479,6049
7896838483,214695677,Mono County,California,8885,8550,335,3.8,March 2020 - Preliminary,235.12,8,6051
8499616876,1267800137,Monterey County,California,217071,195316,21755,10.0,March 2020 - Preliminary,93.6,1139,6053
1937986794,104295181,Napa County,California,73598,71239,2359,3.2,March 2020 - Preliminary,114.77,324,6055
2480587338,41531993,Nevada County,California,48714,46939,1775,3.6,March 2020 - Preliminary,116.38,295,6057
2053367783,401931862,Orange County,California,1623913,1578370,45543,2.8,March 2020 - Preliminary,110.95,389,6059
3644306246,246466620,Placer County,California,188518,182518,6000,3.2,March 2020 - Preliminary,120.31,240,6061
6612400910,156387636,Plumas County,California,7437,6622,815,11.0,March 2020 - Preliminary,91.07,1285,6063
18671212657,243883196,Riverside County,California,1104691,1058964,45727,4.1,March 2020 - Preliminary,115.49,312,6065
2499983887,75425434,Sacramento County,California,714834,688034,26800,3.7,March 2020 - Preliminary,90.53,1308,6067
3596591082,4719300,San Benito County,California,31605,29653,1952,6.2,March 2020 - Preliminary,83.2,1717,6069
51975576263,96414425,San Bernardino County,California,969669,932642,37027,3.8,March 2020 - Preliminary,102.43,671,6071
10904373558,817404622,San Diego County,California,1595340,1544265,51075,3.2,March 2020 - Preliminary,108.61,440,6073
121477743,479114582,San Francisco County,California,587233,573934,13299,2.3,March 2020 - Preliminary,96.66,960,6075
3606127799,89109687,San Joaquin County,California,326471,304866,21605,6.6,March 2020 - Preliminary,92.21,1213,6077
8548557892,815573121,San Luis Obispo County,California,142474,138201,4273,3.0,March 2020 - Preliminary,118.48,269,6079
1161957020,757114175,San Mateo County,California,462905,453177,9728,2.1,March 2020 - Preliminary,110.33,400,6081
7084063392,2729751706,Santa Barbara County,California,215493,205612,9881,4.6,March 2020 - Preliminary,109.14,423,6083
3343890934,33595384,Santa Clara County,California,1055321,1028140,27181,2.6,March 2020 - Preliminary,85.63,1588,6085
1152794691,419743117,Santa Cruz County,California,141054,132050,9004,6.4,March 2020 - Preliminary,113.74,345,6087
9778407493,186302040,Shasta County,California,73409,69411,3998,5.4,March 2020 - Preliminary,96.7,959,6089
2468694583,23299110,Sierra County,California,1311,1220,91,6.9,March 2020 - Preliminary,77.05,2049,6091
16261933244,179149815,Siskiyou County,California,17010,15563,1447,8.5,March 2020 - Preliminary,92.82,1183,6093
2128488719,218671901,Solano County,California,208513,200341,8172,3.9,March 2020 - Preliminary,103.2,630,6095
4080764059,498182342,Sonoma County,California,258841,251495,7346,2.8,March 2020 - Preliminary,106.81,494,6097
3874667416,46351766,Stanislaus County,California,243980,227993,15987,6.6,March 2020 - Preliminary,94.85,1067,6099
1560546528,15240591,Sutter County,California,46617,42462,4155,8.9,March 2020 - Preliminary,95.32,1029,6101
7638228749,33767783,Tehama County,California,25754,24162,1592,6.2,March 2020 - Preliminary,97.56,910,6103
8234265082,73407950,Trinity County,California,4450,4126,324,7.3,March 2020 - Preliminary,83.26,1712,6105
12494889125,37207487,Tulare County,California,205441,181823,23618,11.5,March 2020 - Preliminary,77.85,2004,6107
5752029633,138772442,Tuolumne County,California,21572,20504,1068,5.0,March 2020 - Preliminary,134.59,129,6109
4771987962,947345370,Ventura County,California,424746,408975,15771,3.7,March 2020 - Preliminary,102.56,667,6111
2628144759,22878428,Yolo County,California,109234,103947,5287,4.8,March 2020 - Preliminary,80.7,1850,6113
1636913845,31057995,Yuba County,California,30855,28712,2143,6.9,March 2020 - Preliminary,65.05,2590,6115
3020716474,44323330,Adams County,Colorado,280046,270960,9086,3.2,March 2020 - Preliminary,91.52,1257,8001
1871465874,1847610,Alamosa County,Colorado,8605,8244,361,4.2,March 2020 - Preliminary,93.19,1164,8003
2066706152,19421685,Arapahoe County,Colorado,374347,363908,10439,2.8,March 2020 - Preliminary,91.65,1250,8005
3496712109,13740247,Archuleta County,Colorado,6636,6388,248,3.7,March 2020 - Preliminary,119.41,257,8007
6617400568,6142192,Baca County,Colorado,2072,2027,45,2.2,March 2020 - Preliminary,35.86,3121,8009
3918255147,73141518,Bent County,Colorado,1820,1769,51,2.8,March 2020 - Preliminary,51.27,2969,8011
1881309466,36493405,Boulder County,Colorado,199780,194891,4889,2.4,March 2020 - Preliminary,94.22,1109,8013
85478765,1411396,Broomfield County,Colorado,41160,40085,1075,2.6,March 2020 - Preliminary,92.78,1184,8014
2624715697,3999975,Chaffee County,Colorado,9564,9303,261,2.7,March 2020 - Preliminary,152.22,77,8015
4605713960,8166129,Cheyenne County,Colorado,1162,1143,19,1.6,March 2020 - Preliminary,52.24,2958,8017
1023234039,3274908,Clear Creek County,Colorado,6206,6046,160,2.6,March 2020 - Preliminary,203.79,22,8019
3334423894,9235012,Conejos County,Colorado,4093,3905,188,4.6,March 2020 - Preliminary,51.99,2962,8021
